Student_Rating,Teaching_Experience,Subject_Expertise_Level,Course_Difficulty,Student_Feedback,Teacher_Availability,Recommendation,Teacher_Name,Subject
10,9,2,5,4,21,2,Ms. Wilson,History
3,13,4,2,3,24,1,Ms. Smith,Art
4,17,2,1,1,17,1,Mr. Brown,Mathematics
10,26,3,2,4,1,3,Ms. Lee,History
2,17,5,4,1,3,3,Mr. Johnson,History
3,24,4,4,2,36,3,Ms. Wilson,Art
5,26,5,3,3,6,3,Mr. Brown,History
6,25,1,5,1,22,2,Ms. Smith,History
2,4,3,4,4,28,3,Mr. Johnson,Mathematics
2,2,4,2,3,32,3,Mr. Johnson,Mathematics
6,18,3,2,1,8,1,Ms. Wilson,Literature
1,22,1,1,3,30,3,Ms. Wilson,Literature
2,11,4,4,2,30,3,Ms. Wilson,Art
4,9,1,2,3,15,1,Mr. Johnson,Art
1,2,4,3,5,3,1,Mr. Brown,History
5,9,1,5,2,20,1,Ms. Smith,History
3,18,1,4,5,39,2,Mr. Johnson,Literature
10,22,4,3,5,34,4,Mr. Brown,Mathematics
1,9,3,4,2,10,1,Mr. Brown,Mathematics
4,10,4,4,5,37,2,Ms. Smith,Science
1,28,4,5,2,21,3,Ms. Wilson,Art
2,23,4,3,3,34,3,Mr. Johnson,Mathematics
10,3,3,5,1,3,3,Ms. Wilson,Mathematics
7,27,3,4,3,19,1,Mr. Brown,Art
1,7,2,5,4,40,3,Ms. Wilson,History
6,8,5,5,3,18,1,Ms. Lee,Mathematics
4,29,3,5,2,34,1,Mr. Brown,Literature
6,12,2,3,2,27,1,Mr. Brown,Literature
5,1,2,2,4,38,3,Mr. Brown,Science
6,28,5,1,1,34,2,Mr. Johnson,History
5,25,2,1,4,21,3,Mr. Johnson,Science
2,26,5,1,3,5,1,Ms. Smith,History
10,3,1,5,2,17,2,Mr. Johnson,History
4,13,1,3,3,18,3,Ms. Lee,Art
7,28,4,1,3,7,1,Mr. Johnson,Art
4,11,2,2,1,4,1,Ms. Smith,Science
5,22,4,4,2,8,2,Ms. Wilson,Mathematics
2,12,4,2,3,24,3,Ms. Smith,Literature
3,19,1,3,1,22,3,Ms. Wilson,Art
5,27,4,3,1,4,2,Mr. Johnson,Mathematics
4,11,5,2,4,10,2,Ms. Wilson,Mathematics
3,28,1,1,1,24,1,Ms. Smith,Science
2,25,1,2,2,29,1,Mr. Brown,Science
9,29,3,5,3,4,2,Ms. Lee,Art
2,22,5,5,4,15,1,Mr. Brown,Literature
9,27,2,5,1,39,1,Ms. Wilson,Art
4,20,1,5,5,11,2,Mr. Johnson,Art
10,1,1,3,4,8,2,Mr. Brown,Mathematics
9,8,5,3,3,23,2,Mr. Brown,History
9,23,4,1,3,28,1,Mr. Johnson,Literature
10,19,4,1,5,23,4,Mr. Brown,Literature
5,25,5,5,3,27,1,Ms. Smith,History
7,17,2,4,2,9,2,Mr. Brown,Mathematics
4,7,2,1,3,24,1,Mr. Johnson,Art
10,10,1,1,2,24,3,Ms. Smith,Mathematics
4,26,1,5,3,38,1,Ms. Wilson,Art
1,6,2,1,1,17,2,Mr. Johnson,Mathematics
10,8,2,3,3,4,2,Ms. Lee,Literature
9,29,2,5,5,7,3,Ms. Smith,Art
10,12,5,1,5,17,5,Ms. Smith,Mathematics
8,25,4,4,1,15,2,Ms. Wilson,Mathematics
9,9,3,3,3,29,3,Mr. Brown,Literature
1,20,3,3,2,40,2,Ms. Wilson,Literature
2,14,1,3,3,21,3,Ms. Lee,Literature
8,19,3,5,2,3,1,Ms. Lee,Literature
8,20,4,5,3,39,3,Mr. Johnson,Science
1,14,2,4,4,17,3,Ms. Wilson,Science
10,6,4,5,2,34,1,Ms. Lee,Literature
5,29,4,1,5,22,1,Mr. Johnson,Art
6,16,1,2,5,27,3,Ms. Wilson,Mathematics
5,5,3,4,5,19,3,Mr. Johnson,Literature
6,8,5,5,1,31,3,Ms. Smith,Science
7,5,3,2,3,17,2,Ms. Smith,Science
10,4,2,4,3,18,1,Ms. Lee,Literature
6,28,2,2,2,39,1,Mr. Johnson,Mathematics
3,18,4,5,5,10,2,Mr. Brown,Art
6,3,4,4,5,22,2,Ms. Lee,Mathematics
9,2,4,2,2,39,3,Mr. Brown,Mathematics
6,5,4,2,1,39,3,Ms. Smith,Science
6,8,2,2,2,8,3,Mr. Brown,History
5,20,2,3,3,3,3,Mr. Johnson,Mathematics
1,5,4,3,5,40,2,Mr. Brown,Science
5,12,5,5,2,10,3,Ms. Smith,Art
1,18,2,2,4,16,3,Ms. Lee,Mathematics
8,27,1,4,4,17,1,Ms. Lee,Mathematics
1,7,2,1,3,4,2,Mr. Johnson,Literature
8,11,2,4,4,30,3,Ms. Lee,Literature
4,15,1,2,1,17,3,Mr. Brown,History
3,19,3,1,3,34,3,Ms. Lee,Art
4,8,2,2,2,24,1,Mr. Johnson,History
2,18,4,3,2,7,3,Ms. Wilson,Science
3,18,4,1,5,38,2,Ms. Lee,History
4,4,5,3,2,20,1,Ms. Smith,Art
9,8,3,3,3,6,3,Ms. Smith,History
10,29,5,4,4,38,5,Mr. Johnson,History
2,18,2,5,2,14,1,Ms. Wilson,Art
3,5,4,1,5,29,2,Ms. Wilson,Literature
4,29,3,4,2,10,1,Ms. Wilson,Mathematics
3,29,3,1,2,25,3,Ms. Lee,Art
3,5,2,3,2,13,2,Ms. Smith,Mathematics
9,9,4,1,3,40,2,Ms. Wilson,Art
5,25,3,2,4,14,2,Ms. Lee,Literature
9,1,3,4,1,33,1,Ms. Wilson,History
6,13,4,5,4,8,2,Ms. Lee,History
10,11,5,3,3,2,2,Mr. Johnson,History
8,14,1,3,3,26,3,Ms. Wilson,Literature
1,9,4,5,5,33,3,Ms. Wilson,Science
8,14,5,5,2,40,1,Mr. Brown,History
1,19,4,4,1,14,2,Mr. Brown,Science
9,9,1,3,5,8,1,Mr. Brown,Mathematics
3,17,1,3,4,1,1,Ms. Smith,Science
9,15,5,1,5,36,3,Ms. Wilson,Art
8,5,1,4,4,21,2,Ms. Smith,Art
7,24,2,4,4,21,3,Ms. Lee,Science
1,6,1,1,5,1,1,Mr. Brown,Literature
7,17,2,5,3,27,1,Ms. Lee,Science
2,28,4,2,4,20,2,Ms. Smith,Art
2,27,4,3,5,39,2,Ms. Wilson,Science
9,11,2,2,5,4,1,Ms. Lee,Literature
9,12,4,4,3,28,2,Ms. Lee,Mathematics
1,15,1,1,1,31,2,Ms. Smith,History
7,14,2,4,5,26,1,Ms. Wilson,Mathematics
5,8,1,4,4,38,2,Ms. Lee,Art
6,16,3,5,2,34,2,Ms. Wilson,History
1,16,5,5,3,15,3,Ms. Lee,Art
6,13,3,5,2,14,2,Mr. Brown,Mathematics
1,28,3,2,4,11,2,Mr. Brown,Literature
4,11,2,5,2,17,3,Ms. Smith,Art
2,20,5,4,1,10,2,Mr. Brown,History
2,17,4,4,2,28,3,Mr. Brown,Art
1,26,5,2,5,35,2,Ms. Wilson,History
7,24,3,5,5,30,3,Ms. Lee,Literature
2,9,2,1,1,6,2,Ms. Smith,Science
7,8,4,2,5,16,1,Ms. Smith,Literature
2,8,2,1,2,5,2,Ms. Smith,Mathematics
7,29,5,1,3,9,3,Ms. Lee,Literature
4,23,3,1,3,29,2,Ms. Smith,Science
9,29,1,5,3,5,1,Ms. Smith,Literature
1,15,5,4,4,14,3,Mr. Johnson,Art
3,28,2,4,4,15,2,Ms. Lee,Mathematics
5,1,3,5,2,6,1,Mr. Johnson,Art
7,28,1,4,4,18,2,Mr. Johnson,Mathematics
7,18,3,3,2,11,3,Mr. Brown,Literature
6,17,5,4,5,25,1,Mr. Johnson,Literature
5,9,4,3,1,7,3,Mr. Brown,Literature
5,29,4,2,1,15,3,Mr. Johnson,Science
4,2,2,1,1,19,2,Ms. Lee,Literature
9,18,2,1,2,2,3,Ms. Smith,Mathematics
8,13,2,5,3,14,3,Ms. Smith,History
9,14,4,1,2,19,1,Ms. Lee,History
7,9,3,3,5,39,2,Ms. Wilson,Art
5,26,3,4,2,38,3,Mr. Brown,Mathematics
10,3,5,5,3,31,3,Ms. Wilson,Literature
2,18,3,4,2,9,1,Ms. Wilson,Art
4,21,4,3,3,34,1,Mr. Johnson,Science
6,24,2,3,5,9,2,Ms. Smith,History
8,2,1,5,3,18,2,Mr. Johnson,History
5,10,3,2,2,12,1,Ms. Wilson,Mathematics
9,5,4,5,2,16,2,Ms. Lee,Art
4,21,4,2,2,25,1,Mr. Brown,Literature
6,14,2,5,3,16,1,Ms. Smith,Mathematics
4,27,1,3,1,31,1,Ms. Smith,History
6,1,3,2,1,38,3,Ms. Lee,Art
10,3,1,3,3,16,2,Mr. Johnson,Literature
3,19,2,4,5,37,3,Ms. Lee,Mathematics
8,25,1,2,4,20,3,Ms. Smith,Art
4,1,1,2,4,6,1,Ms. Smith,Mathematics
7,13,5,3,3,2,1,Ms. Lee,History
10,24,4,4,5,18,3,Mr. Johnson,Mathematics
8,4,3,4,3,9,2,Ms. Smith,Literature
9,26,2,5,5,13,2,Ms. Smith,Mathematics
2,27,3,2,3,16,3,Ms. Wilson,Science
3,23,3,1,1,31,3,Ms. Smith,Mathematics
9,21,5,5,2,28,2,Ms. Lee,Science
7,10,4,1,5,8,2,Ms. Smith,Art
7,23,5,2,4,12,2,Mr. Brown,History
4,4,4,5,2,22,3,Ms. Wilson,Literature
1,20,1,5,5,20,3,Ms. Wilson,History
8,12,5,4,4,26,4,Ms. Wilson,History
10,9,5,3,5,40,4,Ms. Wilson,Art
9,13,2,3,2,36,2,Ms. Lee,Mathematics
4,2,5,2,3,39,1,Mr. Johnson,History
1,1,3,1,4,32,1,Ms. Wilson,Art
9,8,3,4,4,31,5,Ms. Lee,Art
5,22,2,5,4,13,1,Ms. Lee,History
6,14,4,3,4,15,1,Ms. Smith,Art
2,15,2,3,4,40,1,Ms. Smith,Art
5,27,4,3,4,21,2,Mr. Brown,Mathematics
1,14,5,2,1,10,3,Ms. Smith,Mathematics
3,22,1,1,1,5,1,Ms. Wilson,Science
1,7,4,5,2,5,1,Ms. Lee,Literature
1,19,2,5,2,2,3,Mr. Brown,Literature
9,4,1,2,2,15,1,Mr. Johnson,Science
6,17,5,1,4,1,3,Mr. Johnson,Literature
8,9,4,3,2,28,1,Mr. Brown,Science
5,11,5,5,2,39,1,Ms. Smith,Mathematics
9,4,3,1,4,9,3,Ms. Wilson,History
4,6,3,1,5,14,3,Mr. Brown,Art
10,23,3,4,5,12,4,Mr. Brown,Mathematics
8,28,2,2,3,13,2,Mr. Brown,Literature
6,18,3,5,1,21,3,Mr. Johnson,Mathematics
10,5,5,3,4,7,1,Ms. Wilson,History
5,21,2,1,2,18,1,Ms. Lee,Art
5,2,2,4,3,18,2,Mr. Brown,History
3,11,5,3,4,32,2,Ms. Smith,Art
4,12,5,5,3,23,2,Ms. Lee,Art
10,27,1,2,2,39,2,Mr. Brown,Science
5,16,2,1,4,23,3,Ms. Smith,Literature
9,15,5,5,1,32,1,Ms. Lee,Art
10,24,4,3,5,14,5,Mr. Brown,Art
3,19,2,1,1,30,2,Ms. Wilson,Mathematics
5,8,2,2,2,33,3,Ms. Smith,Mathematics
9,22,3,5,5,23,3,Mr. Brown,Art
1,1,1,4,4,23,2,Ms. Smith,Science
5,20,2,2,1,9,2,Ms. Lee,Science
4,28,3,4,4,27,2,Mr. Brown,Literature
1,8,5,2,3,27,2,Ms. Wilson,History
1,22,3,3,2,8,2,Mr. Brown,History
7,28,4,5,5,39,2,Ms. Smith,Science
6,25,2,2,1,9,1,Ms. Wilson,History
1,27,5,2,5,1,3,Ms. Lee,History
4,18,4,2,1,31,2,Mr. Brown,Science
7,9,4,5,1,24,1,Ms. Smith,Science
6,8,3,3,4,16,2,Ms. Lee,Science
10,11,5,1,2,14,3,Mr. Brown,Mathematics
2,21,4,1,5,9,3,Mr. Johnson,History
9,22,1,3,3,22,1,Ms. Wilson,History
10,25,4,1,5,7,5,Ms. Lee,Science
3,2,2,1,1,28,2,Mr. Brown,Science
2,29,2,3,1,11,2,Mr. Johnson,Art
1,25,4,4,1,19,1,Ms. Lee,Art
3,5,2,5,1,2,2,Ms. Smith,Mathematics
6,3,5,1,4,31,3,Mr. Johnson,Literature
10,6,5,1,1,26,1,Ms. Lee,Science
1,11,3,1,2,13,1,Ms. Lee,Science
2,23,1,3,1,21,1,Ms. Wilson,History
9,11,4,4,2,23,2,Ms. Smith,Art
1,15,2,1,2,17,1,Ms. Wilson,Literature
1,23,3,5,3,40,2,Mr. Brown,Mathematics
9,19,3,4,2,3,2,Ms. Lee,Art
3,19,4,5,2,34,2,Mr. Johnson,Art
6,10,3,5,3,29,3,Ms. Lee,Science
3,24,3,1,1,30,2,Ms. Smith,Literature
2,10,1,5,5,34,3,Mr. Johnson,History
3,28,5,4,2,10,3,Ms. Smith,Literature
10,8,2,1,2,16,1,Ms. Smith,Literature
4,1,4,5,5,4,2,Ms. Wilson,Mathematics
1,18,2,1,2,15,3,Ms. Wilson,Mathematics
3,13,3,3,2,34,3,Mr. Johnson,Literature
7,18,2,2,3,33,2,Mr. Brown,Mathematics
2,13,3,5,5,24,1,Ms. Wilson,Literature
7,19,1,2,4,13,3,Ms. Wilson,Art
4,24,1,3,5,15,3,Ms. Smith,Art
7,25,1,1,5,18,1,Ms. Wilson,Literature
3,8,5,3,2,5,2,Mr. Johnson,Science
7,9,4,4,1,36,3,Mr. Johnson,Art
10,3,2,1,3,1,2,Ms. Lee,History
7,28,3,2,3,37,2,Ms. Smith,History
3,28,1,2,5,28,3,Ms. Wilson,Literature
6,13,2,3,4,3,3,Ms. Lee,Mathematics
9,9,1,3,4,35,3,Ms. Lee,History
7,23,3,4,2,36,3,Ms. Wilson,Literature
5,18,2,5,3,18,3,Mr. Brown,Literature
1,12,3,2,2,37,1,Mr. Brown,Mathematics
8,26,2,4,4,40,3,Ms. Lee,Mathematics
4,20,4,5,3,8,2,Ms. Lee,History
2,21,1,3,3,15,2,Ms. Smith,History
9,24,4,4,3,10,1,Ms. Smith,Art
3,9,3,1,3,1,3,Ms. Smith,Science
6,22,1,4,2,21,1,Mr. Brown,Mathematics
3,14,1,1,1,2,2,Ms. Smith,Art
7,26,5,5,5,35,2,Ms. Smith,Literature
2,21,1,3,2,33,3,Mr. Johnson,Literature
4,10,4,1,4,3,2,Ms. Smith,Science
10,15,2,2,5,29,3,Ms. Wilson,Art
9,23,5,3,2,23,2,Mr. Brown,Science
8,9,1,2,5,12,2,Ms. Smith,Science
8,6,5,5,3,40,2,Ms. Lee,History
8,29,3,4,3,18,3,Ms. Wilson,Art
7,1,2,2,2,9,3,Mr. Johnson,Art
6,9,4,5,4,10,3,Ms. Wilson,Art
8,3,5,3,4,6,3,Ms. Wilson,History
7,23,1,1,2,39,3,Ms. Wilson,Literature
1,9,1,4,5,7,1,Mr. Brown,Mathematics
6,24,4,3,2,1,2,Mr. Brown,Literature
8,12,4,4,3,25,2,Ms. Wilson,Mathematics
5,28,1,3,5,12,3,Ms. Wilson,Science
6,26,1,1,3,18,3,Ms. Wilson,Science
2,23,5,3,3,1,2,Mr. Brown,Art
2,16,4,5,3,7,1,Ms. Lee,History
2,7,1,1,1,37,1,Ms. Wilson,Science
6,17,1,5,5,10,1,Ms. Smith,Mathematics
5,16,1,2,1,7,2,Ms. Smith,Art
6,5,3,2,1,36,2,Mr. Brown,Literature
6,6,2,5,5,3,2,Mr. Brown,Science
4,2,2,4,4,26,2,Ms. Smith,Mathematics
7,19,5,5,1,7,1,Mr. Johnson,Mathematics
9,8,1,2,2,28,2,Ms. Lee,Mathematics
7,17,4,4,3,11,1,Ms. Smith,History
6,23,5,1,3,11,3,Ms. Smith,Art
3,16,3,4,1,38,1,Mr. Johnson,Literature
6,26,3,5,4,33,2,Ms. Wilson,Science
8,14,2,1,1,7,1,Ms. Smith,Literature
8,18,4,5,5,10,3,Mr. Johnson,Science
4,17,1,4,2,26,2,Ms. Wilson,Mathematics
5,25,2,2,1,37,3,Mr. Johnson,History
4,29,5,1,1,22,3,Ms. Lee,History
2,23,2,4,5,30,3,Ms. Wilson,History
5,16,3,4,5,17,3,Mr. Johnson,Science
1,15,3,1,3,8,2,Ms. Smith,Mathematics
2,12,5,5,1,19,1,Mr. Brown,Art
7,19,4,3,2,28,2,Mr. Johnson,Art
5,25,5,4,1,31,2,Mr. Brown,Science
10,25,3,3,1,38,1,Mr. Johnson,Art
8,28,4,1,1,16,3,Ms. Smith,Art
6,25,5,1,4,8,2,Ms. Smith,Science
8,4,3,5,3,19,3,Ms. Wilson,Mathematics
2,8,1,3,3,25,2,Mr. Brown,Art
8,20,5,3,5,12,5,Mr. Brown,Art
9,4,2,3,3,31,1,Ms. Smith,Art
8,25,2,5,4,18,1,Ms. Lee,Mathematics
7,29,3,4,2,29,3,Ms. Lee,History
8,8,3,5,1,39,1,Ms. Wilson,Art
2,16,5,5,2,32,3,Ms. Wilson,Literature
6,16,3,3,1,6,3,Ms. Smith,Science
7,6,4,4,1,4,2,Ms. Smith,Science
9,6,2,2,4,17,3,Mr. Brown,Art
3,14,1,1,2,20,3,Mr. Johnson,Mathematics
6,21,3,4,4,32,1,Mr. Johnson,Literature
8,25,1,2,2,9,3,Ms. Wilson,Literature
4,12,4,1,5,35,1,Mr. Brown,History
5,28,4,2,5,1,3,Ms. Smith,Art
2,6,2,2,2,34,2,Ms. Smith,Art
10,5,3,5,5,40,2,Mr. Brown,Art
7,10,5,5,2,4,2,Ms. Lee,History
8,14,2,2,4,31,3,Ms. Smith,Mathematics
6,7,2,1,3,3,2,Mr. Johnson,History
9,11,2,3,1,8,1,Mr. Brown,History
3,12,4,4,4,39,2,Ms. Smith,Art
9,9,3,4,4,27,3,Ms. Lee,Science
9,15,4,1,1,38,3,Ms. Lee,Mathematics
9,5,5,1,2,15,1,Ms. Wilson,Literature
6,26,2,2,4,9,1,Mr. Brown,Art
9,27,2,4,2,4,3,Ms. Wilson,Mathematics
7,9,4,2,2,25,1,Ms. Lee,Literature
8,10,2,1,4,5,3,Mr. Johnson,Mathematics
8,15,3,1,2,16,3,Ms. Lee,History
8,8,2,5,5,28,1,Mr. Brown,Mathematics
3,28,4,4,4,1,3,Mr. Brown,Art
6,14,4,1,2,1,2,Mr. Brown,Art
7,17,1,3,5,29,1,Mr. Johnson,Literature
4,29,1,3,2,2,3,Ms. Wilson,Art
4,17,4,3,1,19,2,Mr. Brown,Mathematics
7,8,2,5,1,11,1,Ms. Smith,Mathematics
2,1,3,2,1,10,1,Mr. Brown,Literature
8,10,1,3,1,3,1,Ms. Lee,History
6,6,5,5,1,23,2,Mr. Johnson,History
9,26,5,3,3,7,1,Ms. Wilson,Science
5,28,3,3,1,13,2,Ms. Lee,History
10,14,4,3,1,38,3,Ms. Smith,History
10,5,3,4,1,12,3,Mr. Johnson,Science
1,21,4,3,3,1,3,Mr. Johnson,Art
7,15,2,4,2,39,1,Ms. Wilson,Science
4,29,2,4,4,15,3,Ms. Wilson,Mathematics
10,27,4,3,3,27,2,Ms. Wilson,Mathematics
4,14,5,4,1,21,3,Ms. Wilson,Art
3,5,2,2,5,35,2,Ms. Smith,Mathematics
5,9,2,5,4,11,1,Ms. Lee,History
6,25,3,3,1,37,1,Mr. Brown,Science
3,25,3,2,5,12,3,Ms. Smith,Science
8,3,2,5,4,33,3,Mr. Brown,Science
2,16,2,1,4,30,2,Ms. Smith,Art
7,22,4,1,5,22,2,Ms. Lee,Science
1,25,5,2,1,40,3,Ms. Wilson,History
9,18,2,2,3,23,1,Mr. Brown,Art
9,24,2,4,1,1,1,Ms. Wilson,Art
5,27,2,5,1,13,3,Ms. Smith,Art
2,7,5,1,3,32,3,Ms. Smith,Art
6,26,5,4,1,26,3,Ms. Wilson,Science
10,27,4,5,2,5,1,Mr. Brown,Literature
5,1,5,3,3,3,3,Ms. Wilson,Literature
4,28,5,4,3,21,2,Mr. Johnson,Literature
2,21,1,2,2,17,2,Mr. Johnson,Literature
5,5,4,1,1,11,1,Ms. Smith,History
8,16,2,2,1,27,3,Ms. Smith,History
2,6,4,5,2,13,2,Ms. Wilson,History
7,21,5,1,1,9,1,Mr. Brown,History
3,22,1,5,2,10,1,Ms. Smith,Science
6,29,2,5,3,26,2,Ms. Smith,Art
4,2,4,3,2,5,1,Mr. Brown,Science
6,16,4,3,4,23,2,Ms. Wilson,History
2,15,2,2,2,32,3,Ms. Wilson,Mathematics
10,29,3,3,4,21,4,Mr. Brown,Art
5,16,1,2,5,36,3,Mr. Brown,Art
2,5,5,3,1,18,1,Mr. Brown,Literature
8,4,2,1,1,35,3,Ms. Lee,History
9,26,2,2,4,31,2,Mr. Johnson,Mathematics
8,21,1,4,5,14,2,Mr. Brown,Literature
1,27,5,4,4,4,3,Ms. Wilson,History
5,24,4,4,2,15,3,Ms. Wilson,Mathematics
4,6,3,2,4,10,2,Ms. Lee,Literature
4,2,2,1,5,23,2,Mr. Johnson,Literature
7,6,3,3,5,12,3,Ms. Wilson,Art
10,11,2,1,3,36,3,Ms. Lee,Science
10,18,3,3,4,39,3,Mr. Johnson,History
4,21,1,5,5,9,3,Ms. Smith,Science
1,15,1,2,2,24,3,Ms. Lee,Literature
3,9,4,3,5,15,1,Ms. Smith,Science
8,26,2,2,3,10,1,Ms. Smith,Literature
10,24,4,1,3,24,2,Ms. Smith,History
7,6,5,5,1,6,2,Ms. Wilson,Literature
2,5,5,5,2,3,2,Mr. Johnson,Literature
7,15,2,1,1,24,2,Ms. Wilson,Literature
2,18,3,4,1,7,2,Mr. Brown,Mathematics
6,10,4,1,1,9,3,Ms. Smith,Mathematics
8,3,3,5,2,3,3,Mr. Johnson,Science
3,27,2,3,2,35,2,Ms. Lee,Mathematics
3,24,4,2,3,17,3,Ms. Lee,Mathematics
8,4,1,3,2,18,2,Ms. Smith,Art
8,11,3,2,2,27,1,Ms. Lee,Mathematics
10,18,2,2,5,4,1,Ms. Lee,History
6,1,4,3,4,38,2,Mr. Brown,Literature
1,8,3,1,4,11,2,Mr. Johnson,Literature
3,11,1,1,1,17,2,Ms. Smith,Mathematics
10,3,2,2,4,28,2,Ms. Wilson,History
7,15,4,3,5,12,3,Ms. Lee,Science
2,16,5,1,2,15,2,Mr. Johnson,Science
9,9,3,5,2,7,3,Mr. Brown,Art
9,12,4,5,1,26,3,Mr. Johnson,History
2,8,2,5,1,5,1,Ms. Wilson,Science
6,12,3,5,5,31,2,Ms. Smith,Literature
2,14,3,2,5,24,1,Mr. Johnson,Literature
1,24,4,3,5,11,3,Ms. Smith,Art
10,6,3,5,4,37,3,Ms. Lee,Science
9,13,3,4,1,17,1,Mr. Brown,Literature
5,19,2,3,1,26,2,Ms. Wilson,Mathematics
1,7,4,3,3,2,2,Ms. Smith,Mathematics
7,16,1,4,4,19,1,Mr. Johnson,Art
3,28,1,5,4,36,3,Ms. Lee,History
6,29,2,1,2,29,2,Ms. Smith,Literature
4,4,5,4,1,20,3,Mr. Brown,History
3,17,5,2,1,36,2,Ms. Wilson,Art
6,2,5,3,5,29,1,Ms. Lee,Literature
8,1,3,5,3,9,2,Mr. Johnson,Literature
6,17,5,2,5,1,2,Ms. Smith,Science
6,1,5,2,2,12,1,Ms. Smith,History
5,25,1,1,4,23,3,Mr. Brown,Art
5,26,2,5,1,28,1,Ms. Lee,Art
1,2,1,1,2,12,3,Ms. Smith,Art
4,14,3,1,3,18,3,Ms. Smith,Science
8,29,5,1,1,7,2,Mr. Brown,Mathematics
6,8,5,3,3,12,2,Mr. Johnson,Literature
7,6,4,1,2,22,3,Mr. Johnson,History
9,28,5,5,4,22,4,Mr. Johnson,Literature
8,27,2,3,4,16,1,Ms. Lee,History
4,18,3,1,2,19,2,Ms. Wilson,History
7,8,2,4,2,17,3,Ms. Wilson,Science
3,4,2,4,4,8,3,Ms. Wilson,Mathematics
5,16,2,2,1,13,1,Ms. Smith,Science
3,29,5,2,5,20,1,Ms. Wilson,Art
7,23,5,1,1,20,3,Ms. Lee,Science
3,8,2,4,3,37,1,Ms. Lee,Art
8,22,2,3,2,40,1,Mr. Brown,Literature
10,12,1,3,5,30,2,Ms. Wilson,Mathematics
8,15,1,2,2,11,1,Ms. Lee,History
6,11,3,1,3,1,3,Mr. Brown,History
9,24,4,1,2,3,2,Ms. Wilson,Science
2,9,5,4,2,39,1,Ms. Smith,History
6,3,4,3,4,39,2,Mr. Johnson,Art
4,3,5,3,5,37,2,Ms. Smith,Science
7,2,5,3,3,36,2,Mr. Johnson,History
1,2,3,1,4,28,1,Ms. Wilson,Art
4,8,4,1,4,18,3,Ms. Wilson,Mathematics
10,27,3,3,5,14,4,Ms. Lee,Art
4,9,4,2,4,16,2,Mr. Johnson,Literature
6,17,1,4,3,39,3,Mr. Brown,Art
10,10,1,5,1,5,3,Ms. Smith,History
6,6,4,2,2,19,3,Ms. Wilson,History
6,25,5,1,5,38,2,Ms. Smith,Mathematics
4,11,1,3,5,34,1,Mr. Johnson,History
5,27,2,3,2,29,1,Ms. Smith,History
8,5,1,1,2,23,3,Ms. Wilson,Science
3,29,1,5,4,4,3,Ms. Smith,Mathematics
6,11,2,2,1,2,3,Ms. Smith,Science
1,3,1,2,2,30,2,Mr. Brown,History
10,18,3,2,5,10,3,Mr. Brown,Science
6,28,3,2,2,2,2,Ms. Smith,Mathematics
9,13,2,2,5,15,3,Ms. Smith,History
8,1,3,2,2,11,3,Ms. Lee,Mathematics
5,14,4,2,2,14,1,Mr. Johnson,Science
7,27,3,3,4,20,2,Ms. Wilson,Literature
5,4,4,3,1,1,2,Ms. Smith,History
3,12,2,3,5,25,1,Ms. Lee,Science
9,13,3,5,2,14,3,Ms. Lee,Science
7,2,1,4,3,4,1,Ms. Smith,Literature
8,3,5,1,4,17,3,Mr. Brown,History
7,11,1,1,1,8,1,Ms. Wilson,Mathematics
7,24,4,1,5,10,3,Ms. Wilson,Mathematics
8,28,5,1,4,29,5,Ms. Lee,Art
8,2,5,4,5,25,1,Mr. Brown,Mathematics
6,28,5,4,3,23,1,Mr. Brown,Literature
4,16,1,4,4,21,1,Mr. Brown,Literature
5,14,5,1,2,34,1,Mr. Brown,History
6,8,1,1,5,25,2,Mr. Brown,History
9,17,5,5,5,23,3,Mr. Brown,Literature
5,17,3,2,5,23,2,Mr. Johnson,History
9,19,4,3,5,32,5,Ms. Lee,Art
9,8,1,5,3,29,1,Ms. Wilson,Literature
8,5,4,5,4,22,2,Mr. Johnson,Science
10,28,4,4,3,29,2,Mr. Johnson,Literature
6,3,4,1,3,6,1,Ms. Lee,Art
1,1,2,3,2,32,3,Mr. Brown,Art
5,24,1,3,4,15,3,Ms. Lee,Literature
3,20,1,3,3,28,2,Ms. Smith,Literature
9,3,5,5,4,2,2,Ms. Smith,History
4,21,5,2,4,27,1,Ms. Lee,Art
7,3,3,1,3,33,2,Ms. Lee,Literature
6,25,4,2,5,7,3,Mr. Brown,History
6,26,5,1,2,11,2,Ms. Lee,Art
5,23,1,1,5,27,1,Ms. Wilson,Mathematics
1,14,4,3,3,5,3,Ms. Wilson,History
3,6,5,4,5,16,1,Mr. Johnson,Literature
5,27,5,5,5,21,3,Ms. Smith,Science
2,18,4,4,4,22,2,Mr. Brown,History
2,26,4,4,3,34,1,Mr. Brown,Literature
4,24,5,2,4,15,2,Ms. Wilson,Science
7,14,4,5,1,33,1,Mr. Brown,Art
1,7,2,4,2,36,3,Ms. Lee,Mathematics
9,19,4,5,5,28,5,Ms. Wilson,History
1,17,5,1,1,36,2,Mr. Brown,Mathematics
8,10,3,5,4,12,3,Ms. Lee,History
6,10,3,3,4,39,2,Ms. Wilson,Mathematics
1,11,5,2,3,31,1,Ms. Smith,Literature
7,16,4,5,1,5,3,Ms. Wilson,History
2,17,4,1,4,18,1,Mr. Brown,History
1,6,5,1,5,10,3,Ms. Smith,Literature
